id,cleanup_term,source,definition,exactmatch1,historynote,note,sourcenote,parent1id,parent2id,parent3id
629,geophysical_unit,GeologicUnitType_2016,"Geologic unit defined by its geophysical characteristics. Denotes that the properties used to define the unit are measured by intrumental techniques, not directly observable by humans, e.g. density, magnetic susceptibility, magnetization, electrical conductivity.",http://resource.geosciml.org/classifier/cgi/geologicunittype/0010,,,this vocabulary,geologic_unit,,
630,goldschmidtite,"Chace, F.M. (1956)",,,,,,,,
631,geologic_body,GeologicUnitMorphology_2016,"A 3 dimensional body defined based on geometric shape, with some geologic connotation or denotation.",,,,This vocabulary,three_dimensional_body,,
632,geologic_unit,GeologicUnitType_2016,"Type of geologic unit is unknown, unspecified, irrelevant, or some type not included in the vocabulary. Type makes no implication for required properties or cardinalities. This is the root concept for the type hierarchy.",http://resource.geosciml.org/classifier/cgi/geologicunittype/0008,,,this vocabulary,top,,
633,glomerocryst,ParticleType_2016,An aggregate of crystals of the same mineral,,,,"Neuendorf et al., 2005",igneous_inclusion,,
634,goldfieldite,"Chace, F.M. (1956)",,,,,,,,
635,gibber_plain,EventEnvironment_2016,"A desert plain strewn with wind-abraded pebbles, or gibbers, a gravelly desert.",http://resource.geosciml.org/classifier/cgi/eventenvironment/0059,,,"Neuendorf et al., 2005",arid_or_semi_arid_environment_setting,subaerial_setting,terrestrial_setting
636,green silica,dh2loop_Minerals,,,,,,,,
637,gersdorffite,"Chace, F.M. (1956)",,,,,,,,
638,graben_shape,GeologicUnitMorphology_2016,an elongate body bounded on both sides by normal faults that dip toward each other,,,,This vocabulary,geologic_body,,
639,greater than,dh2loop_ValueQualifier,,,,,,,,
640,greissenised,dh2loop_AlterationType,,,,,,,,
641,greissenized,dh2loop_AlterationType,,,,,,,,
642,guanajuatite,"Chace, F.M. (1956)",,,,,,,,
643,guitermanite,"Chace, F.M. (1956)",,,,,,,,
644,glaucophane,dh2loop_Minerals,,,,,,,,
645,gradational,"Chace, F.M. (1956)",,,,,,,,
646,gneissosity,"Chace, F.M. (1956)",,,,,,,,
647,grains-size,,,,,,,,,
648,granophyric,,,,,,,,,
649,greaterThan,ValueQualifier_2016,Reported property value is lower bound,,,,"GeoSciML UML model, definition this vocabulary",top,,
650,greenockite,"Chace, F.M. (1956)",,,,,,,,
651,glauconite,dh2loop_Minerals,,,,,,,,
652,garnierite,"Chace, F.M. (1956)",,,,,,,,
653,geocronite,"Chace, F.M. (1956)",,,,,,,,
654,grain-size,,,,,,,,,
655,generally,dh2loop_ProportionTerms,,,,,,,,
656,grossular,,,,,,,,,
657,gradation,dh2loop_EventProcess,,,,,,,,
658,grainsize,,,,,,,,,
659,graphitic,dh2loop_Minerals,,,,,,,,
660,grunerire,"Chace, F.M. (1956)",,,,,,,,
661,grunerite,dh2loop_Minerals,,,,,,,,
662,granular,"Chace, F.M. (1956)",,,,,,,,
663,gravelly,,,,,,,,,
664,gibbsite,"Chace, F.M. (1956)",,,,,,,,
665,gmucodot,"Chace, F.M. (1956)",,,,,,,,
666,goethite,"Chace, F.M. (1956)",,,,,,,,
667,graphite,"Chace, F.M. (1956)",,,,,,,,
668,greissen,dh2loop_AlterationType,,,,,,,,
669,grinding,ProcessingActivity_2016,Breaking solid particles to reduce their sizes; general term encompassing crushing and grinding.,,,,"Dictionnaire thématique des mines et carrières, SIM Editor.",physical-treatment,,
670,greatly,dh2loop_ValueQualifier,,,,,,,,
671,general,dh2loop_ProportionTerms,,,,,,,,
672,gahnite,dh2loop_Minerals,,,,,,,,
673,gedrite,dh2loop_Minerals,,,,,,,,
674,ghosted,,,,,,,,,
675,grading,EventProcess2016,Leveling of earth surface by rearrangement of prexisting material,http://resource.geosciml.org/classifier/cgi/eventprocess/0034,,,this vocabulary,human_activity,,
676,greater,dh2loop_ValueQualifier,,,,,,,,
677,gummite,"Chace, F.M. (1956)",,,,,,,,
678,galena,"Chace, F.M. (1956)",,,,,,,,
679,gangue,EarthResourceMaterialRole_2016,The valueless rock or mineral aggregates in an ore; that part of an ore that is not economically desirable but cannot be avoided in mining. It is separated from the ore minerals during concentration,0,0,0,"Glossary of Geology. 5th Edition, AGI - online",,,
680,garnet,dh2loop_Minerals,,,,,,,,
681,geasey,,,,,,,,,
682,graded,dh2loop_EventProcess,,,,,,,,
683,grains,,,,,,,,,
684,greasy,,,,,,,,,
685,gritty,,,,,,,,,
686,gwater,,,,,,,,,
687, glass ,"Chace, F.M. (1956)",,,,,,,,
688, great ,dh2loop_ValueQualifier,,,,,,,,
689, group ,StratigraphicRank_2016,A group is the lithostratigraphic unit next higher in rank to either subgroup or formation. A groups may consist of two or more subgroups or two or more formations or a combination of both.,http://resource.geosciml.org/classifier/cgi/stratigraphicrank/0004,,,North American Commission on Stratigraphic Nomenclature; 2005;  Salvador; 1994,supergroup,,
690, good ,,,,,,,,,
691, gray ,"Chace, F.M. (1956)",,,,,,,,
692, grey ,dh2loop_Color,,,,,,,,
693,hornblende_mineral_lineation,LineationType_2016,Mineral lineation defined by aligned hornblende crystals.,,,,this vocabulary,mineral_lineation,,
694,hematitic_alteration,AlterationType_2016,missing,http://resource.geosciml.org/classifier/cgi/alterationtype/0012,,,this vocabulary,alteration_not_specified,,
695,high_angle_reverse,FaultType_2016,"Reverse fault that dips at least 45 degrees over more than half of its recognized extent, for which slip or separation is not explicitly specified.",http://resource.geosciml.org/classifier/cgi/faulttype/0007,,,this vocabulary,high_angle_fault,reverse_fault,
696,hydrothermal_vein,ParticleType_2016,"A tabular or sheet-like part of a compound material formed by hydrothermal (or other metasomatic) mineral filling a fracture, may be associated with replacement of the host rock adjacent to the body",,,,"Neuendorf et al 2005, this vocabulary",intrusive_sheet,,
697,hawaiian_eruption,EventProcess2016,"Eruption in which great quantities of extremely fluid basaltic lava are poured out, mainly issuing in lava fountains from fissures on the flanks of a volcano. Explosive phenomena are rare, but much spatter and scoria are piled into cones and mounds along the vents. Characteristic of shield volcanoes",http://resource.geosciml.org/classifier/cgi/eventprocess/0036,,,"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p.",eruption,,
698,human_activity,EventProcess2016,Processes of human modification of the earth to produce geologic features,http://resource.geosciml.org/classifier/cgi/eventprocess/0037,,,this vocabulary,geologic_process,,
699,hanging wall,"Chace, F.M. (1956)",,,,,,,,
700,hydrothermal,,,,,,,,,
701,hedenbergite,dh2loop_Minerals,,,,,,,,
702,hemispheroid,GeologicUnitMorphology_2016,Section of a spheroid formed by removing everything on the smaller volume side of a surface that intersects the spheroid. Grades to cone as suface generator (line rotated about axis to generate volume above lower planar boundary) becomes straight.,,,,This vocabulary,three_dimensional_body,,
703,heterogenous,"Chace, F.M. (1956)",,,,,,,,
704,hydrozincite,dh2loop_Minerals,,,,,,,,
705,hausmannite,"Chace, F.M. (1956)",,,,,,,,
706,halloysite,"Chace, F.M. (1956)",,,,,,,,
707,haloclasty,EventProcess2016,"Propagation of fractures in rock due to crytallization of mineral salts (typically sodium chloride) from interstitial water, or volumetrick expansion of salts in capillaries, or hydration pressure of interstitial, trapped salts. Generally results in mechanical disintegration of the rock surface.",http://resource.geosciml.org/classifier/cgi/eventprocess/0035,,,"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p.",physical_weathering,,
708,hornblende,"Chace, F.M. (1956)",,,,,,,,
709,hydrolysis,EventProcess2016,"A decomposition reaction involving water. In geology, it commonly indicates reaction between silicate minerals and either pure water or aqueous solution. In such reactionsh",http://resource.geosciml.org/classifier/cgi/eventprocess/0039,,,"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p.",chemical_weathering,,
710,hornfelsed,,,,,,,,,
711,hydroclast,ParticleType_2016,"Juvenile pyroclastic fragment formed by magma-water interaction during subaqueous or subglacial extrusion, typically consist of chilled glass.",,,,Gillespie and Styles 1999,juvenile_pyroclastic_fragment,,
712,horizontal,FaultMovementType_2016,The fault is horizontal.,http://resource.geosciml.org/classifier/cgi/faultmovementtype/0004,,,GGIC vocabularies working group (Australia),top,,
713,hübnerite,dh2loop_Minerals,,,,,,,,
714,head-sized,,,,,,,,,
715,histrixite,"Chace, F.M. (1956)",,,,,,,,
716,huebnerite,"Chace, F.M. (1956)",,,,,,,,
717,holoblast,ParticleType_2016,A crystalline grain in a metamorphic rock that is newly and completely formed during metamorphism,,,,"Neuendorf et al., 2005",crystalline_grain,,
718,hydraulic,,,,,,,,,
719,haematite,dh2loop_Minerals,,,,,,,,
720,headsized,,,,,,,,,
721,hercynite,dh2loop_Minerals,,,,,,,,
722,hewettite,"Chace, F.M. (1956)",,,,,,,,
723,host-rock,EarthResourceMaterialRole_2016,"A body of rock serving as a host for other rocks or for mineral deposits; e.g. a pluton containing xenoliths, or any rock in which ore deposits occur. It is a somewhat more specific term than country rock.",,,,"Glossary of Geology. 5th Edition, AGI - online",top,,
724,hydration,EventProcess2016,"The process of absorption of water into the crystal structure of a mineral, thereby changing its volume and fracturing and loosening grains",http://resource.geosciml.org/classifier/cgi/eventprocess/0038,,,this vocabulary,chemical_weathering,,
725,hydroxide,dh2loop_Minerals,,,,,,,,
726,hairline,,,,,,,,,
727,hematite,"Chace, F.M. (1956)",,,,,,,,
728,historic,MineStatus_2016,"An 'old' mine which has been exploited before 1900, e.g. during Roman times, the Middle Ages, etc.",,,,this vocabulary,not-operating,,
729,hydrated,dh2loop_EventProcess,,,,,,,,
730,heavily,dh2loop_ProportionTerms,,,,,,,,
731,hanging,dh2loop_EventProcess,,,,,,,,
732,hessire,"Chace, F.M. (1956)",,,,,,,,
733,halite,dh2loop_Minerals,,,,,,,,
734,healed,,,,,,,,,
735,hackly,,,,,,,,,
736,highly,dh2loop_ValueQualifier,,,,,,,,
737,hammer,,,,,,,,,
738,harder,,,,,,,,,
739,higher,dh2loop_ValueQualifier,,,,,,,,
740, hadal ,EventEnvironment_2016,"The deepest oceanic environment, i.e., over 6000 m in depth. Always in deep sea trench.",http://resource.geosciml.org/classifier/cgi/eventenvironment/0064,,,"Neuendorf et al., 2005",marine_setting,,
741, heavy ,dh2loop_ProportionTerms,,,,,,,,
742, honey ,dh2loop_Color,,,,,,,,
743, head ,,,,,,,,,
744, high ,dh2loop_ValueQualifier,,,,,,,,
745, hot ,,,,,,,,,
746,h20,,,,,,,,,
747,h2O,,,,,,,,,
748,h2o,,,,,,,,,
749,igneous_particle_shape_lineation,LineationType_2016,"Lineation in an igneous rock, usually welded tuff, defined by elongate objects in the rock (usually pumice pads, also elongate crystals). Descriptive--elogation may be due to deformation or to rotation/alignment of originally elongate (prolate ellipsoid) objects in the rock.",,,, this vocabulary,igneous_lineation,particle_shape_lineation,
750,igneous_vesicle_lineation,LineationType_2016,lineation defined in a volcanic rock by aligned elongation direction of vesicles.,,,,this vocabulary,igneous_lineation,,
751,igneous_mineral_lineation,LineationType_2016,Lineation in igneous rock defined by aligned crystals where there is evidence that the crystal alignment is related to process occurring before the rock was solidified.,,,,this vocabulary,igneous_lineation,mineral_lineation,
752,igneous_textural_layering,FoliationType_2016,"Layering defined by grain size/ grain shape variations resulting from crystallization processes in igneous rock, most commonly observed in pegmatite/aplite dikes or bodies, and in Laramide leucogranites of Wilderness suite in Arizona.",,,,this vocabulary,igneous_layering,,
753,intrusive-contact-related,EarthResourceForm_2016,The form of the mineral deposit is controlled by an igneous intrusive contact,,,"Mineralization is concordant to the intrusive contact. If the intrusion is discordant to host rock structure, the mineral deposit is discordant to the host rock.",this vocabulary,top,,
754,inactive_spreading_center,EventEnvironment_2016,Setting on oceanic crust formed at a spreading center that has been abandoned.,http://resource.geosciml.org/classifier/cgi/eventenvironment/0072,,,This vocabulary,intraplate_tectonic_setting,plate_spreading_center,
755,interstitial_constituent,CompoundMaterialConstituentPartRole_2016,Constituent is distributed through the material between other constituent particles,http://resource.geosciml.org/classifier/cgi/compoundmaterialconstituentpartrole/0016,,,This vocabulary,top,,
756,imbricated_clast_fabric,FoliationType_2016,"Fabric defined by long axis of tabular clasts stacked like shingles to define a surface that makes a small angle with the bedding surface. A depositional fabric formed by disk-shaped or elongate pebbles all tilted in the same direction, flat sides commonly dip upstream",,,,based on Neuendorf et al 2005,grain_shape_foliation,primary_foliation,
757,impersistent_lamination,FoliationType_2016,Lamination defined by discontinuous surfaces,,,,this vocabulary,bedding_lamination_structure,,
758,incipient_consolidation,ConsolidationDegree_2016,"Shoveled with difficulty, relative density 0.4 - 0.7.",http://resource.geosciml.org/classifier/cgi/consolidationdegree/0011,,,NADM SLTTs 2004 after Bowles 1986,unconsolidated,,
759,igneous_flow_foliation,FoliationType_2016,"Foliation interpreted to be due to flow in a body of magma or lava. Includes flow banding in lava, and foliation defined by aligned crystals in a phaneritic igneous rock..",,,,this vocabulary,primary_igneous_foliation,,
760,intersection_lineation,LineationType_2016,A lineation produced by the intersection of two planar fabrics.,,,,"Neuendorf et al 2005, this vocabulary",lineation,,
761,interdistributary_bay,EventEnvironment_2016,"A pronounced indentation of the delta front between advancing stream distributaries, occupied by shallow water, and either open to the sea or partly enclosed by minor distributaries",http://resource.geosciml.org/classifier/cgi/eventenvironment/0074,,,"Neuendorf et al., 2005",deltaic_system_setting,subaqueous_setting,
