Comments_Field,Comment_Attr_val,Comment_cleaned_text,Comment_Fuzzy_wuzzy,Comment_Score,
Comment,fg Clt & Ca alt possibly fol dolerite; dissem cubic pyr,fg clt   ca alt possibly fol dolerite  dissem cubic pyr,dolerite,100,
Comment,FG CONTACT OF DLT FROM 175-196.2m,fg contact of dlt from 175 196 2m,contact,100,
Comment,fg crackle bx SLST Si alt decr downhole; string to patchy sulph in first 90cm; rdd-subrdd 2-5mm Si alt spots 1026.7-1027.6m,fg crackle bx slst si alt decr downhole  string to patchy sulph in first 90cm  rdd subrdd 2 5mm si alt spots 1026 7 1027 6m,spots,100,
Comment,f.g crackle bx ?thinly bedded si alt slst; clt/qz/sulphide fill between clasts,f g crackle bx thinly bedded si alt slst  clt qz sulphide fill between clasts,massive_sulphide,100,
Comment,fg cracle bx Si alt SLST; lam apparent in some frags; chalco/pyrrho in first 200mm; mnr subrdd wk chl alt patches,fg cracle bx si alt slst  lam apparent in some frags  chalco pyrrho in first 200mm  mnr subrdd wk chl alt patches,patches,101,
Comment,"Fg dac and sdst w/ v common hybx and crackle bx contacts lodes pillowing like in sections. Hybx v.wk jig fit but show minimal movement and rot of clasts. Hybx are str clt alt w/ str si alt spidery infill.","fg dac and sdst w v common hybx and crackle bx contacts  lodes  pillowing  like in sections  hybx v wk jig fit but show minimal movement and rot of clasts  hybx are str clt alt w str si alt spidery infill ",Other,20,
Comment,"Fg dac flowing onto strongly chloritic fg sands and silts dac margins have excellent quench hybx txts and common qtz carb filled amys.","fg dac flowing onto strongly chloritic fg sands and silts  dac margins have excellent quench hybx txts and common qtz carb filled amys ",Other,25,
Comment,"Fg dac fsphs generally < 1mm some a bit larger. Clasts generally of pb size inc slightly d/h. Unit mtxs but becoming more clast supported d/h grades into next litho.","fg dac  fsph s generally   1mm some a bit larger  clasts generally of pb size  inc slightly d h  unit mtxs  but becoming more clast supported d h  grades into next litho ",Other,24,
Comment,"Fg dac? Suggestions of PHE txt that are s clt alt str se alt bands w/ sandy txt b/w band str clt alt producing sandy txt str qtz carb veining in last 3m. Spo w/ si alt 500mm vein near contact.","fg dac suggestions of phe txt that are s clt alt str se alt bands w sandy txt b w band  str clt alt producing sandy txt str qtz carb veining in last 3m  spo w si alt  500mm vein near contact ",contact,100,
Comment,FG DAC WITH 2mm QTZ PHENOS & CLT ALT FELS NEAR CT,fg dac with 2mm qtz phenos   clt alt fels near ct,Other,37,
Comment,"FG DAC WITH SCATTERED QTZ XLS ABDT 2mm WHITE ALTn SPOTS SIMILAR TO 234.5-236.2","fg dac with scattered qtz xls  abdt 2mm white altn spots  similar to 234 5 236 2",spots,100,
Comment,fg dlt,fg dlt,Other,47,
Comment,"Fg dlt <0.2mm amphibole crystals. Wi/frac controled carb alt. Poss strongly clt alt sed??","fg dlt   0 2mm amphibole crystals  wi frac controled carb alt  poss strongly clt alt sed",Other,31,
Comment,FG DLT. CARB VND,fg dlt  carb vnd,Other,44,
Comment,"fg dlt ca veined; broken clay-gouge contact","fg dlt  ca veined  broken  clay gouge contact",mud,100,
Comment,"Fg dlt distinct chill margins. Gmass < 0.5mm crystal size. Per w clt.","fg dlt  distinct chill margins  g mass   0 5mm crystal size  per w clt ",Other,32,
Comment,"Fg dlt intruding around rhd common rafts of rhd. Pat bi and mgn alt per clt.","fg dlt intruding around rhd  common rafts of rhd  pat bi and mgn alt  per clt ",Other,32,
Comment,f.g dlt; minor dissem py at contact in dlt,f g dlt  minor dissem py at contact in dlt,contact,100,
Comment,"FG DLTNON MAGNETIC WK FOLn","fg dlt non magnetic  wk fol n",Other,43,
Comment,"Fg dlt sharp contacts. Strong - v strong clt alt.","fg dlt  sharp contacts  strong   v strong clt alt ",Other,42,
Comment,f.g dlt; sharp-irregular upper contact; CO3 veining; very sharp lower contact with dac inclusions; mild-mod fol; very weakly magnetic locally,f g dlt  sharp irregular upper contact  co3 veining  very sharp lower contact with dac inclusions  mild mod fol  very weakly magnetic locally,contact,100,
Comment,"fg dlt small cs-fs-dac inclusion","fg dlt  small cs fs dac inclusion",Other,40,
Comment,"fg dlt upper contact sub// CA lower contact 10 CA","fg dlt  upper contact sub ca  lower contact 10 ca",contact,100,
Comment,fg dlt. V sharp contacts,fg dlt  v sharp contacts,Other,51,
Comment,"fg dlt v thin","fg dlt  v thin",Other,42,
Comment,Fg dlt w/ small rafts of dac from prev unit.,fg dlt w small rafts of dac from prev unit ,Other,33,
Comment,fg dolerite.,fg dolerite ,dolerite,101,
Comment,"FGD SAND OCC PISOLITIC GRAVEL","fg d sand  occ pisolitic gravel",gravel,100,
Comment,Fg felds poor dac w clt altn in feld phenos.,fg felds poor dac w clt altn in feld pheno s ,Other,36,
Comment,"FG Ferruginous cemented seds minor transported qtz","fg ferruginous cemented seds  minor transported qtz",colluvium,100,
Comment,"f.g flow banded rhyolite perv si alt with flecks/wisps of biotite along some bands minor si/clt alt clasts near upper contact occas with a siliceous halo se alt selvedge assoc with some fractures","f g flow banded rhyolite  perv si alt with flecks wisps of biotite along some bands  minor si clt alt clasts near upper contact occas with a siliceous halo  se alt selvedge assoc with some fractures",rhyolite,100,
Comment,fg fol banded Clt alt SLST; wispy Se alt bands // fol.,fg fol banded clt alt slst  wispy se alt bands fol ,Other,35,
Comment,FG foliated basalt,fg foliated basalt,basalt,101,
Comment,"F.g gmass + m to s fol. Ghosted fsph ? Sr to ang qtz grains typ 1-2mm in size inc freq from contact then decr to next contact. Wi + bnd se alt. Slight vbx around contacts.","f g g mass + m to s fol  ghosted fsph sr to ang qtz grains typ 1 2mm in size  inc freq from contact  then decr to next contact  wi + bnd se alt  slight vbx around contacts ",contact,100,
Comment,"Fg gmass with <1mm QPH throughout ghosted small to medium fspars within distinct zones abundant ca veins form an irregular network throughout","fg g mass with  1mm qph throughout   ghosted  small to medium f spars within distinct zones  abundant ca veins form an irregular network throughout",vein,100,
Comment,"fg gray rock fg dlt dyke","fg gray rock  fg dlt dyke",fine_crystalline_sedimentary,100,
Comment,"fg intensely si altered siltstone brecciated appearance no relict bedding spotty m-s clt alteration stringer pyr/po often assoc with s-I clt alteration","fg intensely si altered siltstone  brecciated appearance  no relict bedding  spotty m s clt alteration  stringer pyr po often assoc with s i clt alteration",mudstone,100,
Comment,Fg lam cherty silst w chl altn and py - mag in some zones. 497 - 498 - 1% SPH. Small scale  < 1cm  brittle deformation in mgt rich zones; rare qtz - po vns 2cm wide.,fg lam cherty silst w chl altn and py   mag in some zones  497   498   1  sph  small scale brittle deformation in mgt rich zones  rare qtz   po vns 2cm wide ,Other,22,
Comment,Fg lam CHL SLST.,fg lam chl slst ,Other,50,
Comment,Fg lam clt altd slst w py - po spots throughout rare clt - mgt rich bands.,fg lam clt altd slst w py   po spots throughout rare clt   mgt rich bands ,spots,100,
Comment,fg laminated to medium bedded SLST; banded Si-Se with patches of Clt alt give the interval a somewhat mottled appearance,fg laminated to medium bedded slst  banded si se with patches of clt alt give the interval a somewhat mottled appearance,patches,100,
Comment,Fg lam sandy silst w chl rich lams.,fg lam sandy silst w chl rich lams ,Other,45,
Comment,Fg lam sandy slst w per m clt altn.,fg lam sandy slst w per m clt altn ,Other,40,
Comment,Fg lam sandy slst w spo py and rare st sp - ga.,fg lam sandy slst w spo py and rare st sp   ga ,Other,38,
Comment,Fg lam si altd slst w bn py rich lams.,fg lam si altd slst w bn py rich lams ,Other,36,
Comment,Fg lam si - clt altd slst w dis and spo py w rare dis sp,fg lam si   clt altd slst w dis and spo py w rare dis sp,Other,35,
Comment,Fg lam silst w alternating chl - si altd lams.,fg lam silst w alternating chl   si altd lams ,Other,38,
Comment,Fg lam siltstone with rare spotty py and magnetite / carb / sil rich lams and beds. Bedding and lams become less obvious towards base.,fg lam siltstone with rare spotty py and magnetite carb sil rich lams and beds  bedding and lams become less obvious towards base ,mudstone,100,
Comment,"fg lam slst bedding somewhat disrupted and strong-intense sericite-silica alt. Vein py-sp","fg lam slst  bedding somewhat disrupted and strong intense sericite silica alt  vein py sp",vein,100,
Comment,"fg lam SLST-mas SDST-pumice rich peb bx incr density chl alt clasts at base diss clots pyr<3mm patchy int chl alt overprints assoc abund pyr scattered flat qtz amygs<40mm rare sub rdd qtz<2mm","fg lam slst mas sdst pumice rich peb bx  incr density chl alt clasts at base  diss clots pyr 3mm  patchy int chl alt overprints assoc abund pyr  scattered flat qtz amygs 40mm  rare sub rdd qtz 2mm",pumice,100,
Comment,"FG LAM SLST WITH REVERSE GRADED SDST TOP & COARSE BASE","fg  lam slst with reverse graded sdst top   coarse base",fault,100,
Comment,Fg lam slst w patchy stringer cu min as ccp - po - py stringers clt - mgt altd bands throughout. Sandy lenses throughout.,fg lam slst w patchy stringer cu min as ccp   po   py stringers clt   mgt altd bands throughout  sandy lenses throughout ,Other,23,
Comment,Fg lam slst w py-sph rich lams +/_ gal mag rich lams rare.,fg lam slst w py sph rich lams +   gal mag rich lams rare ,Other,34,
Comment,"fg lam-thin bedded SLST; mnr faulting; banded Clt & Si alt dominantly Clt bands; v mnr patchy Ca; v mnr stringer-patchy sulphides","fg lam thin bedded slst  mnr faulting  banded clt   si alt  dominantly clt bands  v mnr patchy ca  v mnr stringer patchy sulphides",fault,100,
Comment,Fg lithic sdst,fg lithic sdst,Other,50,
Comment,fg locally crackled in upper part lam slst.  Si alt with minor clt patches,fg lam slst  si alt with minor clt patches,patches,101,
Comment,fg lygy gmass hsting med-v cs rnd fract qtz grains; wk clt highlights foln; minor silic-healed bx zones with lam slst above; minor red-bn sphal veins; ?lava bx/hyalo at base,fg lygy gmass hsting med v cs rnd fract qtz grains  wk clt highlights foln  minor silic healed bx zones with lam slst above  minor red bn sphal veins  lava bx hyalo at base,vein,100,
Comment,fg mas chilled Clt/Ca alt dolerite with vfg margins; 460.4-460.75 fol Se/Ca alt dacite with wispy Clt,fg mas chilled clt ca alt dolerite with vfg margins  460 4 460 75 fol se ca alt dacite with wispy clt,dolerite,100,
Comment,fg mas Clt Ca dolerite; chilled throughout,fg mas clt ca dolerite  chilled throughout,dolerite,100,
Comment,fg mas dolerite vfg chilled contacts with rhyodacite,fg mas dolerite vfg chilled contacts with rhyodacite,rhyolite,101,
Comment,Fg mas equigran post min dlt.,fg mas equigran post min dlt ,Other,47,
Comment,fg mas perv Clt/Ca alt chilled dolerite,fg mas perv clt ca alt chilled dolerite,dolerite,101,
Comment,Fg mas post min dlt.,fg mas post min dlt ,Other,51,
Comment,Fg mas post min dlt dyke.,fg mas post min dlt dyke ,Other,45,
Comment,Fg mas post min dlt w ca vns.,fg mas post min dlt w ca vns ,Other,48,
Comment,Fg mas post min dlt w ca vns throughout.,fg mas post min dlt w ca vns throughout ,Other,42,
Comment,Fg mas post min dol.,fg mas post min dol ,Other,49,
Comment,"f.g mass ca and clt alt dlt; abundant caqz ca and qz veins throughout; soft gy mineral ??graphite lining some jts","f g mass ca and clt alt dlt  abundant caqz  ca and qz veins throughout  soft gy mineral graphite lining some jts",vein,100,
Comment,f.g mass ca +/- clt alt chilled margin; becoming strongly ca alt downhole; diss cubic py; 1185.3-1186.4 fol,f g mass ca +   clt alt chilled margin  becoming strongly ca alt downhole  diss cubic py  1185 3 1186 4 fol,Other,29,
Comment,fg mass dlt ; poss fol edges with pyrite cubes / bands ; gmass is ca alt,fg mass dlt   poss fol edges with pyrite cubes bands   g mass is ca alt,massive_sulphide,100,
Comment,f g mass dolerite with thin chilled margins at both contacts; patchy carb alt becomes more perv towards contacts with dacite,f g mass dolerite with thin chilled margins at both contacts  patchy carb alt becomes more perv towards contacts with dacite,dacite,101,
Comment,"FG MAS SDST MOD FOLN CLT ALT CLASTS FLATTENED // FOLN","fg mas sdst  mod fol n  clt alt clasts flattened fol n",Other,36,
Comment,fg massive dolerite; qtz veined top contact,fg massive dolerite  qtz veined top contact,contact,101,
Comment,fg massive perv Ca/Clt alt chilled dolerite,fg massive perv ca clt alt chilled dolerite,dolerite,101,
Comment,fg massive white clay; wk-mod siliceous at uphole contact; mnr limonite staining; wk siliceous veins; no relict textures,fg massive white clay  wk mod siliceous at uphole contact  mnr limonite staining  wk siliceous veins  no relict textures,mud,100,
Comment,"FG MASS ROCK WITH ZONES OF WHITE SPOTS 2MM RIMMED WITH WHITE SIL","fg mass rock with zones of white spots   rimmed with white sil",fine_crystalline_sedimentary,100,
Comment,Fg mass to sub - mass py in chl sdst.,fg mass to sub   mass py in chl sdst ,Other,37,
Comment,"FG MBA still reasonably strogy weathered.","fg mba  still reasonably strogy weathered ",Other,38,
Comment,fg-mg dac/cg sdst,fg mg dac cg sdst,Other,42,
Comment,FG-MG EVEN TEXT DLT,fg mg even text dlt,Other,48,
Comment,FG-MG GLASS RICH VOLCANICLASTIC SDST,fg mg glass rich volcaniclastic sdst,glass,100,
Comment,fg - mg massive pink white motlled ? Dac; trace qtz grains.,fg   mg massive pink white motlled dac  trace qtz grains ,Other,39,
Comment,fg-mg massive pumice sdst; minor finr non-rimmed qtz; dissem py/ccp bands,fg mg massive pumice sdst  minor finr non rimmed qtz  dissem py ccp bands,pumice,100,
Comment,F.g - m.g predom clt alt sdst & slst; lam-thickly bedded; si alt & disruption of some lam-thinly bedded zones; occas pum frags & 1mm qz with a square shape occas but no milky rims generally; str-dissem sulphide more prominent at base,f g   m g predom clt alt sdst   slst  lam thickly bedded  si alt   disruption of some lam thinly bedded zones  occas pum frags   1mm qz with a square shape occas but no milky rims generally  str dissem sulphide more prominent at base,massive_sulphide,100,
Comment,"FG-MG SDST WITH NUMEROUS ZONES OF QTZ-CLT-CARB ALTN SPOTS POSS FINING UP SEQ","fg mg sdst with numerous zones of qtz clt carb altn spots  poss fining up seq",spots,100,
Comment,"fg-mg sericitic dacite minor qtz; one grain to 5mm","fg mg sericitic dacite  minor qtz  one grain to 5mm",dacite,100,
Comment,Fg mod fol clt / ca alt dolerite with chilled margins.,fg mod fol clt ca alt dolerite with chilled margins ,dolerite,100,
Comment,Fg mod fol fs ph dac?,fg mod fol fs ph dac,Other,36,
Comment,Fg mod lam to thinnly bedded si - clt altd cu rich stringer zone chalco - py stringers throughout w rare sp also. Stringer intensity decreases downhole with increasing chl altn.,fg mod lam to thinnly bedded si   clt altd cu rich stringer zone chalco   py stringers throughout w rare sp also  stringer intensity decreases downhole with increasing chl altn ,Other,22,
Comment,FGN,fgn,Other,67,
Comment,FGN - CGN QTZ SAND IN CLAY - RESIDUAL LCZ AFTER ARKOSE/ARENITE?,fgn   cgn qtz sand in clay   residual lcz after arkose arenite,arenite,101,
Comment,fgn clasts in rsl.,fgn clasts in rsl ,Other,50,
Comment,fgnd crosscutting dlt,fgn d crosscutting dlt,Other,42,
Comment,fgn l bn/oc mv -altered,fgn l bn oc mv  altered,Other,50,
Comment,"FGN/MGN D GN FOM CRN EQUANT TEXT M/M U.","fgn mgn  d gn  fom  crn  equant text  m m u ",Other,31,
Comment,FGN PISOLITIC LAG GRAVEL,fgn pisolitic lag gravel,gravel,101,
Comment,fgn ssm and fgn phylitic fos meta-mv,fgn ssm and fgn phylitic fos  mv,Other,41,
Comment,"FG partially foliated basaltic saprock","fg  partially foliated basaltic saprock",saprock,100,
Comment,FG PER S CLY,fg per s cly,Other,56,
Comment,"f.g perv si alt lam to thinly bedded to crackle bx slst; very minor clt +/- talc alt; stringer sulphides predom py with minor sp ccp gn","f g perv si alt lam to thinly bedded to crackle bx slst  very minor clt +   talc alt  stringer sulphides predom py with minor sp  ccp  gn",talc_rock,100,
Comment,Fg pheno poor fb rhd,fg pheno poor fb rhd,Other,39,
Comment,"Fg pum Sdst and Slst  chl rich bands.","fg pum sdst and slst   chl rich bands ",Other,36,
Comment,fg pum shards - felted,fg pum shards   felted,Other,45,
Comment,Fgr massive Rhy deformed qtz-carb veining throughout. Minor qtz spots and carb spots in wi per sericite gmass.,fgr massive rhy deformed qtz carb veining throughout  minor qtz spots and carb spots in wi per sericite g mass ,spots,100,
Comment,"fgr Rhy w/minor slst qzca veining throughout.","fgr rhy w minor slst  qzca veining throughout ",Other,33,
